HRS1,marital,childs,age,educ,sex,born,income,region,partyid,polviews,attend,pray
89,1,0,29,19,2,2,12,4,7,4,8,1
40,5,0,29,16,1,1,12,4,5,5,4,2
50,5,0,30,20,1,1,12,3,2,3,1,3
32,2,1,60,18,1,1,12,4,0,4,0,2
40,5,0,45,11,1,1,12,4,2,4,0,6
40,1,1,55,15,2,1,12,4,4,2,0,3
89,3,1,71,16,2,1,12,4,2,2,0,3
40,1,1,61,20,2,1,12,4,4,4,3,2
40,5,0,27,13,1,1,12,9,1,3,0,6
80,1,4,62,15,1,1,6,4,5,4,3,4
32,1,2,39,16,2,1,12,8,1,4,0,1
62,1,3,43,14,1,1,12,8,1,3,2,5
60,3,0,52,16,2,1,12,8,0,2,0,6
40,1,4,68,12,2,1,12,8,2,4,6,3
40,5,0,34,20,2,1,12,8,5,4,0,6
45,1,1,62,18,1,1,12,8,2,2,0,6
45,3,2,45,13,2,1,12,8,4,3,0,3
42,1,2,51,16,2,1,12,4,3,4,2,2
40,1,6,54,12,2,1,12,4,5,6,7,3
50,1,6,55,8,1,1,12,4,3,4,0,6
40,3,6,60,12,1,1,12,4,5,4,3,4
64,3,2,54,12,2,1,12,4,4,4,2,1
40,3,0,51,16,2,1,12,4,4,6,7,2
5,3,3,52,16,2,1,12,4,1,2,2,2
60,1,5,50,8,1,1,12,4,5,4,7,2
42,1,3,55,16,2,1,12,4,5,6,7,1
35,1,2,54,14,2,1,12,3,4,5,7,1
38,4,2,33,11,2,1,9,3,1,4,0,2
40,1,2,34,16,1,1,12,3,5,5,7,1
50,5,0,23,12,1,1,3,3,2,4,0,6
48,3,3,45,12,1,1,2,3,0,2,0,6
50,3,2,50,17,1,1,12,3,3,6,7,2
40,1,1,61,18,1,1,12,5,5,5,7,1
40,1,4,42,17,1,1,12,3,6,5,7,2
40,3,2,38,12,1,1,12,5,7,4,4,3
68,3,2,41,11,1,1,12,5,1,5,2,5
50,1,3,46,12,1,1,12,5,0,2,5,2
40,5,1,30,14,1,1,12,5,7,4,0,6
46,3,3,40,14,1,1,12,3,3,3,5,4
38,1,1,56,10,1,1,12,5,3,4,8,1
62,5,0,49,12,1,1,10,6,0,2,0,3
40,3,2,44,16,2,1,12,6,5,4,7,2
40,3,0,46,16,1,1,12,6,5,6,2,4
50,1,1,49,12,2,1,12,6,5,4,7,1
40,1,3,41,14,1,1,12,6,4,6,3,1
50,1,3,50,16,1,1,12,5,5,5,2,2
40,1,3,58,13,2,1,12,5,2,2,2,5
48,1,1,50,18,2,1,12,5,5,4,0,3
40,1,3,61,16,2,1,12,7,2,5,8,1
50,1,2,45,16,1,1,12,7,4,5,8,1
40,1,2,62,12,2,1,12,7,1,4,7,1
35,1,2,38,13,2,1,12,7,5,6,6,3
45,1,2,53,12,1,1,12,7,5,6,6,1
80,3,0,60,18,2,1,11,9,1,4,5,1
35,2,2,62,12,2,1,12,7,0,4,1,2
40,5,2,29,13,2,1,12,7,1,4,2,2
40,4,0,24,12,2,1,10,7,1,4,8,1
40,1,2,51,12,2,1,10,7,0,6,7,1
40,5,3,26,10,1,1,12,7,2,3,7,1
40,1,0,40,12,2,1,12,5,5,4,8,1
60,1,3,54,12,1,1,12,5,3,6,1,3
40,1,2,36,9,1,1,12,5,5,4,0,3
40,5,0,49,13,2,2,12,5,3,4,5,1
40,5,3,57,12,1,1,4,5,0,7,3,1
36,5,5,58,13,2,1,12,5,1,5,8,1
38,1,8,39,7,1,1,11,7,3,7,5,2
48,5,0,30,12,2,1,12,7,1,5,7,1
50,5,1,31,18,1,1,12,7,1,4,3,2
43,3,3,57,14,2,1,12,5,2,4,3,1
58,5,0,23,12,1,2,12,5,4,1,6,2
40,5,0,26,12,2,1,12,5,6,2,0,5
27,2,2,65,12,2,1,11,5,0,4,5,1
50,1,2,63,14,1,1,12,5,1,6,3,2
48,1,0,52,12,1,1,6,5,0,3,3,1
40,5,3,45,12,1,1,11,5,1,2,0,2
50,5,0,42,13,1,1,12,7,3,5,0,5
40,1,0,31,20,2,1,12,7,1,3,7,1
65,1,4,64,18,1,1,12,7,0,6,7,1
40,5,3,39,14,2,1,12,7,1,4,0,2
36,1,0,53,14,1,1,12,7,3,4,8,2
50,3,1,71,9,1,1,12,6,1,4,7,2
40,3,6,55,13,2,1,11,6,3,6,2,2
50,3,3,36,13,1,1,12,6,4,5,3,4
45,1,2,55,12,1,1,12,6,0,4,1,6
40,1,3,32,12,2,1,12,6,1,4,0,1
60,1,2,57,14,1,1,12,7,6,7,7,1
35,1,5,62,12,2,1,12,7,5,4,2,2
45,1,2,33,16,2,1,10,7,6,6,6,1
40,1,3,47,12,2,1,12,7,5,5,3,2
40,1,0,29,16,2,1,12,5,7,3,7,6
40,3,2,56,16,2,1,12,5,1,2,0,5
80,3,0,25,16,2,2,12,7,4,5,1,2
40,1,0,35,18,2,2,12,9,3,3,0,3
30,3,1,67,18,1,1,9,8,2,4,2,2
47,1,3,34,9,1,2,12,8,4,6,8,1
40,3,2,66,13,2,1,10,8,5,4,8,1
50,3,1,47,18,2,1,12,9,2,2,2,3
50,1,3,40,10,1,1,12,9,1,4,0,6
40,5,1,38,10,1,1,12,9,4,2,0,6
50,1,2,52,13,2,1,12,9,5,5,2,3
